,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,1,0,6,Indore,1,11,v India,AC Agar,9*,150.00,2017
,1,0,24,Visakhapatnam,1,34,v India,TD Paine,9,37.50,2010
,2,0,6,Nagpur,1,5,v India,GJ Maxwell,9,150.00,2013
,1,0,10,Chennai,2,17,v India,MS Wade,9,90.00,2017
,1,0,7,Chennai,2,7,v India,PJ Cummins,9,128.57,2017
,1,0,14,Nagpur,2,22,v India,TD Paine,8,57.14,2009
,0,0,15,Mohali,1,17,v India,MG Johnson,8,53.33,2009
,0,0,19,Ahmedabad,1,30,v India,MJ Clarke,8,42.10,2011
,0,0,20,Kolkata,2,30,v India,NM Coulter-Nile,8,40.00,2017
,0,0,6,Mohali,1,12,v India,GA Manou,7,116.66,2009
,0,0,13,Pune,1,15,v India,AC Voges,7,53.84,2013
,0,0,6,Ahmedabad,1,7,v India,MG Johnson,6*,100.00,2011
,0,0,13,Mohali,1,13,v India,MC Henriques,6,46.15,2009
,1,0,14,Guwahati,2,16,v India,SE Marsh,6,42.85,2009
,0,0,4,Chennai,2,9,v India,A Zampa,5*,125.00,2017
,1,0,6,Vadodara,1,6,v India,SR Watson,5,83.33,2009
,0,0,23,Mohali,1,33,v India,SE Marsh,5,21.73,2009
,1,0,5,Bengaluru,2,6,v India,AJ Finch,5,100.00,2013
,0,0,6,Chennai,2,6,v India,TM Head,5,83.33,2017
,0,0,13,Indore,1,18,v India,GJ Maxwell,5,38.46,2017
,0,0,12,Bengaluru,2,11,v India,GJ Bailey,4,33.33,2013
,0,0,14,Bengaluru,2,27,v India,AC Voges,4,28.57,2013
,0,0,6,Indore,1,18,v India,TM Head,4,66.66,2017
,0,0,3,Bengaluru,1,6,v India,MS Wade,3*,100.00,2017
,0,0,7,Vadodara,1,7,v India,AC Voges,3,42.85,2009
,0,0,5,Nagpur,2,5,v India,PM Siddle,3,60.00,2009
,0,0,9,Ahmedabad,1,15,v India,MEK Hussey,3,33.33,2011
,0,0,3,Mohali,2,3,v India,GJ Maxwell,3,100.00,2013
,0,0,5,Bengaluru,2,6,v India,NM Coulter-Nile,3,60.00,2013
,0,0,10,Chennai,2,28,v India,MP Stoinis,3,30.00,2017
,0,0,7,Indore,1,13,v India,PSP Handscomb,3,42.85,2017
,0,0,5,Bengaluru,1,5,v India,SPD Smith,3,60.00,2017
,0,0,2,Nagpur,1,7,v India,PJ Cummins,2*,100.00,2017
,0,0,4,Pune,1,4,v India,SR Watson,2,50.00,2013
,0,0,5,Chennai,2,9,v India,NM Coulter-Nile,2,40.00,2017
,0,0,8,Kolkata,2,16,v India,MS Wade,2,25.00,2017
,0,0,1,Jaipur,1,5,v India,BJ Haddin,1*,100.00,2013
,0,0,5,Mohali,1,6,v India,PM Siddle,1,20.00,2009
,0,0,8,Chennai,2,15,v India,HWR Cartwright,1,12.50,2017
,0,0,5,Chennai,2,8,v India,SPD Smith,1,20.00,2017
,0,0,15,Kolkata,2,12,v India,HWR Cartwright,1,6.66,2017
,0,0,9,Kolkata,2,22,v India,DA Warner,1,11.11,2017
,0,0,0,Nagpur,1,1,v India,BJ Haddin,0*,-,2013
,0,0,0,Bengaluru,2,2,v India,XJ Doherty,0*,-,2013
,0,0,3,Vadodara,1,4,v India,B Lee,0,0.00,2009
,0,0,7,Delhi,1,5,v India,CL White,0,0.00,2009
,0,0,1,Mohali,1,3,v India,DE Bollinger,0,0.00,2009
,0,0,11,Visakhapatnam,1,15,v India,SE Marsh,0,0.00,2010
,0,0,1,Nagpur,1,3,v India,MG Johnson,0,0.00,2013
,0,0,1,Kolkata,2,1,v India,AC Agar,0,0.00,2017
